-86.191428,39.692528,"Flying J Travel Center-Indianapolis,IN","I-465 Exit 4|1720 W Thompson Rd, Indianapolis,IN 46217|(317) 783-5543|12 Truck Parking Spots|#649|RV Dump/Propane/RV Lanes/RV Parking"
-84.064004,33.208006,"Flying J Travel Center-Jackson,GA","I-75  Exit 201|1125 Bucksnort Road, Jackson,GA 30233|(770) 775-0138|10 Truck Parking Spots|#630|RV Dump/Propane/RV Lanes/RV Parking"
-108.432679,35.481551,"Flying J Travel Center-Jamestown,NM","I-40  Exit 39|1 Giant Crossing [Po Box 960], Jamestown,NM 87347|(505) 722-6655|12 Truck Parking Spots|#305|RV Lanes"
-83.537722,39.646085,"Flying J Travel Center-Jeffersonville,OH","I-71 Exit 69|9935 Sr 41, Jeffersonville,OH 43128|(740) 426-9136|8 Truck Parking Spots|#698|RV Dump/Propane/RV Lanes/RV Parking"
-114.442418,42.649585,"Flying J Travel Center-Jerome,ID","I-84 Exit 173|5350 Hwy 93, Jerome,ID 83338|(208) 324-3454|8 Truck Parking Spots|#640|Propane/RV Parking"
-94.429973,37.055441,"Flying J Travel Center-Joplin,MO","I-44 U.S. 71 Exit 11A|11570 Hwy Ff, Joplin,MO 64804|(417) 626-7600|13 Truck Parking Spots|#669|RV Dump/Propane/RV Lanes/RV Parking"
-94.497324,39.130651,"Flying J Travel Center-Kansas City,MO","I-435 Front Street|1300 N Corrington Avenue, Kansas City,MO 64120|(816) 483-7600|7 Truck Parking Spots|#768|Propane/RV Parking"
-82.369442,49.396936,"Flying J Travel Center-Kapuskasing,ON","410 Government Road E|410 Government Road East, Kapuskasing,ON P5N 2X7|(705) 337-1333|5 Truck Parking Spots|#806|RV Dump"
-78.14597,35.574095,"Flying J Travel Center-Kenly,NC","I-95 & Exit 106|1800  Princeton-Kenly Road, Kenly,NC 27542|(919) 284-4548|8 Truck Parking Spots|#683|RV Dump/Propane/RV Lanes/RV Parking"
-103.0683493,31.8531568,"Flying J Travel Center-Kermit,TX","|700 E Hwy 302, Kermit,TX 79745|(432) 586-2616|8 Truck Parking Spots|#1206"
-114.006945,35.220003,"Flying J Travel Center-Kingman,AZ","I-40 Exit 53|3300 E Andy Devine Ave, Kingman,AZ 86401|(928) 757-7300|11 Truck Parking Spots|#610|RV Dump/Propane"
-84.236045,35.88177,"Flying J Travel Center-Knoxville,TN","I-40 & I-75 Exit 369|800 Watt Road, Knoxville,TN 37932|(865) 531-7400|12 Truck Parking Spots|#722|RV Dump/Propane/RV Lanes/RV Parking"
-118.043595,45.296977,"Flying J Travel Center-Lagrande,OR","I-84 Exit 265|63276 Oregon 203, Lagrande,OR 97850|(541) 963-6188|7 Truck Parking Spots|#934"
-83.190486,30.641236,"Flying J Travel Center-Lake Park,GA","I-75 Exit 2|7001 Lake Park Bellville Road, Lake Park,GA 31636|(229) 559-6500|12 Truck Parking Spots|#631|RV Dump/Propane/RV Lanes/RV Parking"
-112.266111,40.685764,"Flying J Travel Center-Lake Point,UT","I-80 Exit 99|1605 East Saddleback Blvd, Lake Point,UT 84074|(801) 508-7400|8 Truck Parking Spots|#742|RV Dump/Propane/RV Lanes/RV Parking"
-87.238164,41.586429,"Flying J Travel Center-Lake Station,IN","I-94 & Exit 15b|1401 Ripley Street, Lake Station,IN 46405|(219) 962-6555|12 Truck Parking Spots|#650|RV Dump/Propane/RV Lanes/RV Parking"
-83.460039,41.535126,"Flying J Travel Center-Lake Township,OH","I-280 Exit 1B|26415 Warns Road, Lake Township,OH 43551|(419) 837-2100|12 Truck Parking Spots|#700|RV Dump/Propane/RV Lanes/RV Parking"
-74.49842,45.135949,"Flying J Travel Center-Lancaster,ON","Hwy 401  Exit 814|20382 Old Highway 2, Lancaster,ON K0C 1N0|(613) 347-2221|10 Truck Parking Spots|#852"
-99.465601,27.685894,"Flying J Travel Center-Laredo,TX","I-35 & Exit 13|1011 Beltway Parkway, Laredo,TX 78045|(956) 712-3265|12 Truck Parking Spots|#730|RV Dump/Propane/RV Lanes/RV Parking"
-89.099175,41.36878,"Flying J Travel Center-LaSalle,IL","I-80 Exit 77|343 Civic Road, LaSalle,IL 61301|(815) 220-0611|12 Truck Parking Spots|#644|RV Dump/Propane/RV Lanes/RV Parking"
-121.275608,37.855676,"Flying J Travel Center-Lathrop,CA","I-5  Exit 465|345 Roth Road, Lathrop,CA 95330|(209) 982-1460|9 Truck Parking Spots|#1017"
-79.532875,34.339724,"Flying J Travel Center-Latta,SC","I-95 Exit 181A|111 Mill Branch Road, Latta,SC 29565|(843) 752-5047|12 Truck Parking Spots|#713|RV Dump/Propane/RV Lanes/RV Parking"
-86.473543,40.032307,"Flying J Travel Center-Lebanon,IN","I-65 Exit 139|520 South State Road 39, Lebanon,IN 46052|(765) 483-9755|8 Truck Parking Spots|#652|RV Dump/Propane/RV Lanes/RV Parking"
-84.150066,39.411879,"Flying J Travel Center-Lebanon,OH","I-71  Exit 32|3140 OH-350, Lebanon,OH 45036|(513) 933-0312|8 Truck Parking Spots|#552"
-118.887325,34.816763,"Flying J Travel Center-Lebec,CA","I-5 Frazier Park Exit 205|42810 Frazier Mountain Park Rd, Lebec,CA 93243|(661) 248-6519|12 Truck Parking Spots|#616"
-103.709784,39.275403,"Flying J Travel Center-Limon,CO","I-70 & Exit 359|2495 Williams Ave, Limon,CO 80828|(719) 775-9286|8 Truck Parking Spots|#621|RV Dump/Propane/RV Lanes/RV Parking"
-121.394173,38.117877,"Flying J Travel Center-Lodi,CA","I-5  Exit 485 & Hwy 12|15100 North Thornton Rd, Lodi,CA 95242|(209) 339-4066|13 Truck Parking Spots|#617|RV Dump/Propane/RV Lanes/RV Parking"
-81.174003,42.93373,"Flying J Travel Center-London,ON","HWY 401 & Highbury Ave. Exit 189|3700  Highbury Ave South, London,ON N6N 1P3|(519) 686-9154|12 Truck Parking Spots|#789|RV Dump/Propane/RV Lanes"
-108.676737,32.341143,"Flying J Travel Center-Lordsburg,NM","I-10 Exit 24|11 Old Hwy 70, Lordsburg,NM 88045|(575) 542-3320|12 Truck Parking Spots|#690|RV Dump/Propane/RV Lanes/RV Parking"
-101.841623,33.593087,"Flying J Travel Center-Lubbock,TX","I-27 & 4th Street Exit|602 4th Street, Lubbock,TX 79401|(806) 744-0539|5 Truck Parking Spots|#733|RV Dump/Propane/RV Lanes/RV Parking"
-85.555313,40.553673,"Flying J Travel Center-Marion,IN","I-69 & SR 18  Exit 264|6255 State Rte 18 East, Marion,IN 46952|(765) 673-0059|8 Truck Parking Spots|#1086"
-89.541742,36.760218,"Flying J Travel Center-Matthews,MO","I-55 Exit 58|703 State Hwy 80, Matthews,MO 63867|(573) 472-3336|12 Truck Parking Spots|#671|RV Dump/Propane/RV Lanes/RV Parking"
-87.046503,33.321634,"Flying J Travel Center-Mccalla,AL","I-20/I-59 Exit 104|6098 Macashan Dr, Mccalla,AL 35111|(205) 477-9181|12 Truck Parking Spots|#601|RV Dump/Propane/RV Lanes/RV Parking"
-112.206198,42.660268,"Flying J Travel Center-Mccammon,ID","I-15 Exit 47|587 E US Hwy 30, Mccammon,ID 83250|(208) 254-9845|8 Truck Parking Spots|#641|RV Dump/Propane/RV Lanes/RV Parking"
-110.732657,50.053049,"Flying J Travel Center-Medicine Hat,AB","Hwy 1 & Saamis Dr NW|2194 Saamis Drive, Medicine Hat,AB T1C 1W7|(403) 525-0959|6 Truck Parking Spots|#868|RV Dump/Propane"
-102.033375,31.980962,"Flying J Travel Center-Midland,TX","I-20  Exit 137-B|3302 Garden City Highway, Midland,TX 79706|(432) 685-1296|9 Truck Parking Spots|#1033"
-84.429881,30.493933,"Flying J Travel Center-Midway,FL","I-10 Exit 192|32670 Blue Star Hwy, Midway,FL 32343|(850) 574-9779|12 Truck Parking Spots|#623"
-77.523125,41.027928,"Flying J Travel Center-Mill Hall,PA","I-80 and Exit 173|5609 Nittany Valley Drive, Mill Hall,PA 17751|(570) 726-4080|12 Truck Parking Spots|#709|RV Dump/Propane/RV Lanes/RV Parking"
-82.599217,39.942384,"Flying J Travel Center-Millersport,OH","I-70 St Rd 158 Exit 122|10480 Baltimore, Millersport,OH 43046|(740) 964-9601|12 Truck Parking Spots|#699|RV Dump/Propane/RV Lanes/RV Parking"
-101.350209,48.22387,"Flying J Travel Center-Minot,ND","Hwy 2 & 52  Exit 83|3800 Highway 2 And 52 W, Minot,ND 58701|(701) 839-5061|8 Truck Parking Spots|#550|RV Dump/Propane"
-117.5271456,34.01471606,"Flying J Travel Center-Mira Loma,CA","Hwy 60 Exit 42|11053 Riverside Drive, Mira Loma,CA 91752|(951) 681-1032|12 Truck Parking Spots|#1009"
-79.649544,43.653347,"Flying J Travel Center-Mississauga,ON","|1400 Britannia Road E, Mississauga,ON L4W 1C8|(905) 564-6216|10 Truck Parking Spots|#807"
-105.544858,50.426525,"Flying J Travel Center-Moose Jaw,SK","370 North Service Rd HWY #1|370 North Service Rd, Moose Jaw,SK S6H 4N9|(306) 693-5858|5 Truck Parking Spots|#811"
-113.766975,50.341778,"Flying J Travel Center-Nanton,AB","Hwy 2|2810 21st Avenue, Nanton,AB T0L 1R0|(403) 646-2810|5 Truck Parking Spots|#869|Propane"
-76.968756,44.266786,"Flying J Travel Center-Napanee,ON","401 & Cnty Rd 41 Exit 579|628 County Road 41 Rr6, Napanee,ON K7R 3L2|(613) 354-7044|12 Truck Parking Spots|#790|RV Dump/Propane/RV Lanes"
-111.83669,39.685703,"Flying J Travel Center-Nephi,UT","I-15 Exit 222|1597 South Main Street, Nephi,UT 84648|(435) 623-2400|9 Truck Parking Spots|#743|RV Dump/Propane/RV Lanes/RV Parking"
-95.193116,30.193038,"Flying J Travel Center-New Caney,TX","I-69/US 59 & Exit 242|23412 Hwy 242, New Caney,TX 77357|(281) 689-8065|8 Truck Parking Spots|#734|RV Dump/Propane/RV Lanes/RV Parking"
-84.979902,41.058915,"Flying J Travel Center-New Haven,IN","Hwy 30; I-469 & Exit 19|3105 Doyle Road, New Haven,IN 46774|(260) 493-4035|9 Truck Parking Spots|#304|RV Dump/Propane/RV Lanes"
-75.682862,41.824803,"Flying J Travel Center-New Milford,PA","I-81 Exit 219|1623 Oliver Road, New Milford,PA 18834|(570) 465-2974|8 Truck Parking Spots|#710|RV Dump/Propane/RV Lanes/RV Parking"
-113.542631,53.339461,"Flying J Travel Center-Nisku,AB","302 20th Avenue|302 20 Avenue, Nisku,AB T9E 7Z9|(780) 955-3535|7 Truck Parking Spots|#795|RV Dump/Propane"
-100.72662,41.100851,"Flying J Travel Center-North Platte,NE","I-80 Exit 179|3400 S Newberry Rd, North Platte,NE 69101|(308) 532-4555|10 Truck Parking Spots|#687|RV Dump/Propane/RV Lanes/RV Parking"
-111.934094,40.836487,"Flying J Travel Center-North Salt Lake,UT","I-215 & Redwood Rd  Exit 27|885 North Point Circle, North Salt Lake,UT 84054|(801) 936-1408|4 Truck Parking Spots|#772|RV Dump/Propane/RV Parking"
-75.949189,39.625393,"Flying J Travel Center-Northeast,MD","I-95  Exit 100|1 Center Drive, Northeast,MD 21901|(410) 287-7110|12 Truck Parking Spots|#784|RV Dump/Propane/RV Parking"
-93.295548,44.470506,"Flying J Travel Center-Northfield,MN","I-35  Exit 69|8051 Bagley Avenue, Northfield,MN 55057|(507) 645-6082|8 Truck Parking Spots|#576|RV Dump/RV Lanes"
-87.455423,36.697202,"Flying J Travel Center-Oak Grove,KY","I-24 Exit 86|18750 Herndon Oak Grove Rd, Oak Grove,KY 42262|(270) 640-7000|8 Truck Parking Spots|#662|RV Dump/Propane/RV Lanes/RV Parking"
-102.301872,31.864866,"Flying J Travel Center-Odessa,TX","I-20  Exit 121 (Loop 338)|5900 E Interstate 20, Odessa,TX 79766|(432) 366-0812|11 Truck Parking Spots|#580|RV Dump/Propane/RV Lanes"
-112.007348,41.231296,"Flying J Travel Center-Ogden,UT","I-15 Exit 343|1172 West 21St Street, Ogden,UT 84401|(801) 399-5577|8 Truck Parking Spots|#744|RV Dump/Propane/RV Lanes/RV Parking"
-97.690119,35.458313,"Flying J Travel Center-Oklahoma City,OK","I-40 Exit 140|701 South Morgan Road, Oklahoma City,OK 73128|(405) 324-5000|12 Truck Parking Spots|#703|RV Dump/Propane/RV Lanes/RV Parking"
-89.793092,34.928741,"Flying J Travel Center-Olive Branch,MS","HWY 78 and Bethel Road|4740 Bethel Road, Olive Branch,MS 38654|(662) 895-1001|7 Truck Parking Spots|#677|RV Dump/Propane/RV Lanes/RV Parking"
-93.819991,30.117011,"Flying J Travel Center-Orange,TX","I-10 Exit 873|7112 I-10 West, Orange,TX 77630|(409) 883-9465|12 Truck Parking Spots|#735|RV Dump/Propane/RV Lanes/RV Parking"
-95.196028,29.714342,"Flying J Travel Center-Pasadena,TX","TX 225|1305 Pasadena Freeway, Pasadena,TX 77506|(713) 534-0038|8 Truck Parking Spots|#1057"
-121.165039,37.465164,"Flying J Travel Center-Patterson,CA","I-5  Exit 434|2275 Sperry Avenue, Patterson,CA 95363|(209) 892-9225|9 Truck Parking Spots|#1080"
-90.161078,32.278394,"Flying J Travel Center-Pearl,MS","I-20/I-55 Exit 47|685 Highway 80 East, Pearl,MS 39208|(601) 936-0190|12 Truck Parking Spots|#678|RV Dump/Propane/RV Lanes/RV Parking"
-103.485879,31.401153,"Flying J Travel Center-Pecos,TX","I-20 Exit 42|100 E Pinehurst, Pecos,TX 79772|(432) 445-9436|12 Truck Parking Spots|#736|RV Dump/Propane/RV Lanes/RV Parking"
-94.451555,38.723308,"Flying J Travel Center-Peculiar,MO","I-49 Exit 167|700 J Hwy, Peculiar,MO 64078|(816) 779-8000|8 Truck Parking Spots|#672|RV Dump/Propane/RV Lanes/RV Parking"
-78.40692,43.000805,"Flying J Travel Center-Pembroke,NY","I-90 Exit 48A|8484 Allegheny Road, Pembroke,NY 14036|(585) 599-4430|8 Truck Parking Spots|#693|RV Dump/Propane/RV Lanes/RV Parking"
-112.2054,33.460873,"Flying J Travel Center-Phoenix,AZ","I-10 Exit 137|6700 West Latham Street, Phoenix,AZ 85043|(623) 936-1118|12 Truck Parking Spots|#611|RV Dump/Propane/RV Lanes/RV Parking"
-90.064548,38.760186,"Flying J Travel Center-Pontoon Beach,IL","I-270 & Exit 6B|1310 East Chain Of Rocks Road, Pontoon Beach,IL 62040|(618) 931-1580|12 Truck Parking Spots|#645|RV Dump/Propane/RV Lanes/RV Parking"
-98.211921,49.973492,"Flying J Travel Center-Portage La Prairie,MB","Hwy #1 East|Highway 1 East, Portage La Prairie,MB R1N 3B2|(204) 857-9997|4 Truck Parking Spots|#803"
-116.997554,47.71146,"Flying J Travel Center-Post Falls,ID","I-90 Exit 2|3636 W 5th Avenue, Post Falls,ID 83854|(208) 773-0593|9 Truck Parking Spots|#639|RV Dump/Propane/RV Lanes/RV Parking"
-107.311169,41.777686,"Flying J Travel Center-Rawlins,WY","I-80 Exit 209|I-80 Johnson Road, Rawlins,WY 82301|(307) 328-0158|10 Truck Parking Spots|#763|RV Dump/Propane/RV Lanes/RV Parking"
-113.848703,52.287481,"Flying J Travel Center-Red Deer,AB","67th Ave & 67 Street|6607 67th Street, Red Deer,AB T4P 1A4|(403) 346-2785|5 Truck Parking Spots|#796"
-84.946624,34.576835,"Flying J Travel Center-Resaca,GA","I-75 Exit 320|288 Resaca Beach Blvd, Resaca,GA 30735|(706) 629-1541|11 Truck Parking Spots|#632|RV Dump/Propane/RV Lanes/RV Parking"
-112.081766,38.788766,"Flying J Travel Center-Richfield,UT","I-70 Exit 40|35 East Flying J Drive, Richfield,UT 84701|(435) 896-5050|5 Truck Parking Spots|#773|RV Dump/Propane/RV Lanes/RV Parking"
-121.144322,37.756119,"Flying J Travel Center-Ripon,CA","Hwy 99  Exit 237  Jack Tone Rd|1501 North Jack Tone Road, Ripon,CA 95366|(209) 599-4141|12 Truck Parking Spots|#618|RV Dump/Propane/RV Lanes/RV Parking"
-92.561129,44.962991,"Flying J Travel Center-Roberts,WI","US 65 & I-94|1191 70Th Avenue, Roberts,WI 54023|(715) 749-4238|8 Truck Parking Spots|#470"
-81.005732,34.856016,"Flying J Travel Center-Rock Hill,SC","I-77 & Hwy 901  Exit 73|2435 Mount Holly Road, Rock Hill,SC 29730|(803) 328-5700|8 Truck Parking Spots|#714|RV Dump/Propane/RV Lanes/RV Parking"
-109.231247,41.609539,"Flying J Travel Center-Rock Springs,WY","I-80 Exit 104|650 Stage Coach Dr, Rock Springs,WY 82901|(307) 362-4231|7 Truck Parking Spots|#764|RV Dump/Propane/RV Lanes/RV Parking"
-93.089304,35.283505,"Flying J Travel Center-Russellville,AR","I-40 Exit 84|42 Bradley Cove Road, Russellville,AR 72801|(479) 890-6161|10 Truck Parking Spots|#605|RV Dump/Propane/RV Lanes/RV Parking"
-77.468086,37.940138,"Flying J Travel Center-Ruther Glen,VA","I-95  Exit 104|23866 Rogers Clark Blvd, Ruther Glen,VA 22546|(804) 448-3077|12 Truck Parking Spots|#876"
-83.894781,43.4517,"Flying J Travel Center-Saginaw,MI","I-75 & Washington St. Exit 151|3475 E Washington, Saginaw,MI 48601|(989) 752-6350|5 Truck Parking Spots|#668|RV Dump/Propane/RV Lanes/RV Parking"
-97.592795,38.878632,"Flying J Travel Center-Salina,KS","I-70 Exit 253|2250 North Ohio Street, Salina,KS 67401|(785) 825-5300|8 Truck Parking Spots|#659|RV Dump/Propane/RV Lanes/RV Parking"
-111.9155,40.7267,"Flying J Travel Center-Salt Lake City,UT","I-15 & I-80 SR201  Exit 17|2025 S 900 W, Salt Lake City,UT 84119|(801) 972-3711|8 Truck Parking Spots|#746|RV Dump/Propane/RV Lanes/RV Parking"
-106.668149,52.196379,"Flying J Travel Center-Saskatoon,SK","Hwy 11 & Marquis Dr.|3850 Idylwyld Dr N, Saskatoon,SK S7P 0A1|(306) 955-6840|6 Truck Parking Spots|#791|RV Dump/Propane/RV Lanes"
-84.319842,46.556739,"Flying J Travel Center-Sault Ste Marie,ON","Hwy 17|996 Great Northern Road, Sault Ste Marie,ON P6B 0B6|(705) 945-9000|5 Truck Parking Spots|#853"
-99.64087,35.265931,"Flying J Travel Center-Sayre,OK","I-40 & US 283 Exit 20|2400 So 4th Route, Sayre,OK 73662|(580) 928-2216|8 Truck Parking Spots|#705|RV Dump/Propane/RV Lanes/RV Parking"
-82.3036,28.010533,"Flying J Travel Center-Seffner,FL","I-4 & SR 579 Exit 10|11555 East Sligh Ave, Seffner,FL 33584|(813) 612-9438|6 Truck Parking Spots|#625"
-113.316928,53.56694,"Flying J Travel Center-Sherwood Park,AB","Yellowhead Hwy 16/ Broadmoor Blvd.|50 Pembina Rd, Sherwood Park,AB T8H 2G9|(780) 416-2035|8 Truck Parking Spots|#786|Propane"
-88.78124,48.603094,"Flying J Travel Center-Shuniah,ON","Hwy 11/17 @ Hwy 587|3200 Hwy 11/17, Shuniah,ON P0T 2M0|(807) 977-2121|6 Truck Parking Spots|#866"
-96.767305,43.603621,"Flying J Travel Center-Sioux Falls,SD","I-29 Exit 83|5201 Granite Lane, Sioux Falls,SD 57107|(605) 977-1438|8 Truck Parking Spots|#716|RV Dump/Propane/RV Lanes/RV Parking"
-79.731906,40.170518,"Flying J Travel Center-Smithton,PA","I-70  Exit 49|122 Fitzhenry Road, Smithton,PA 15479|(724) 872-4050|7 Truck Parking Spots|#620|RV Dump/Propane/RV Lanes/RV Parking"
-112.709599,41.963854,"Flying J Travel Center-Snowville,UT","I-84 Exit 7|90 South Stone Road, Snowville,UT 84336|(435) 872-8181|3 Truck Parking Spots|#774|RV Dump/Propane/RV Parking"
-88.998844,42.494161,"Flying J Travel Center-South Beloit,IL","I-90 & HWY 75|16049 Willowbrook Road, South Beloit,IL 61080|(815) 389-4760|12 Truck Parking Spots|#646|RV Dump/Propane/RV Lanes/RV Parking"
-85.412464,39.851228,"Flying J Travel Center-Spiceland,IN","I-70 Exit 123|5300 South State Rte 3, Spiceland,IN 47385|(765) 987-1833|12 Truck Parking Spots|#655|RV Dump/Propane/RV Lanes/RV Parking"
-93.38118,37.213021,"Flying J Travel Center-Springfield,MO","I-44  Exit 72|4939 West Chestnut Expressway, Springfield,MO 65802|(417) 864-4175|9 Truck Parking Spots|#1061"
-111.641296,40.187226,"Flying J Travel Center-Springville,UT","I-15  Exit 261|1460 N 1750 W, Springville,UT 84663|(801) 489-3622|8 Truck Parking Spots|#747|RV Lanes/RV Parking"
-81.343694,29.749927,"Flying J Travel Center-St Augustine,FL","I-95 Hwy 206 Exit 305|950 State Road 206 West, St Augustine,FL 32086|(904) 794-0426|8 Truck Parking Spots|#626|RV Dump/Propane/RV Lanes/RV Parking"
-80.602151,33.193532,"Flying J Travel Center-St George,SC","I-95  Exit 77|113 Motel Drive, St George,SC 29477|(843) 563-8989|10 Truck Parking Spots|#493|RV Dump/Propane"
-97.192021,49.569483,"Flying J Travel Center-Ste Agathe,MB","Hwy 75 & Hwy 305.|354 Voyageur Road, Ste Agathe,MB R0G 1Y0|(204) 882-2550|5 Truck Parking Spots|#839"
-91.158632,38.225932,"Flying J Travel Center-Sullivan,MO","I-44/Hwy 185 Exit 226|825 North Loop Road, Sullivan,MO 63080|(573) 860-8880|12 Truck Parking Spots|#673|RV Dump/Propane/RV Lanes/RV Parking"
-80.206313,33.082892,"Flying J Travel Center-Summerville,SC","I-26  Exit 194|799 Jedburg Road, Summerville,SC 29483|(843) 851-2023|7 Truck Parking Spots|#1068"
-118.4148405,35.1275617,"Flying J Travel Center-Tehachapi,CA","Hwy 58  Exit 151|1668 E Tehachapi Blvd, Tehachapi,CA 93561|(661) 823-1049|9 Truck Parking Spots|#1094"
-85.025684,33.719612,"Flying J Travel Center-Temple,GA","I-20 & Hwy 113 Exit 19|650 Carrollton Street, Temple,GA 30179|(770) 562-0560|11 Truck Parking Spots|#634|RV Dump/Propane/RV Lanes/RV Parking"
-93.948528,33.513522,"Flying J Travel Center-Texarkana,AR","I-30  Exit 7|8300 State Highway 108 Box 254B, Texarkana,AR 71854|(870) 774-3595|10 Truck Parking Spots|#606|RV Dump/Propane/RV Lanes/RV Parking"
-116.403606,33.81822,"Flying J Travel Center-Thousand Palms,CA","I-10  Exit 130  Bob Hope Dr|72235 Varner Rd, Thousand Palms,CA 92276|(760) 343-1500|10 Truck Parking Spots|#765|RV Dump/Propane/RV Parking"
-82.461239,42.263491,"Flying J Travel Center-Tilbury,ON","Hwy 401  Exit 56|19325 Essex County Road 42, Tilbury,ON N0P 2L0|(519) 682-1140|6 Truck Parking Spots|#461"
-103.70431,35.158784,"Flying J Travel Center-Tucumcari,NM","I-40 & Exit 333|2021 S Mountain Rd, Tucumcari,NM 88401|(575) 461-6590|8 Truck Parking Spots|#691|RV Dump/Propane/RV Lanes/RV Parking"
-119.3330182,36.1804339,"Flying J Travel Center-Tulare,CA","I-99|979 East Paige Ave, Tulare,CA 93274|(559) 686-0206|9 Truck Parking Spots|#1071"
-95.832356,36.162635,"Flying J Travel Center-Tulsa,OK","I-44 Exit 236|121 North 129 E Ave, Tulsa,OK 74116|(918) 437-5477|8 Truck Parking Spots|#706|RV Dump/Propane/RV Lanes/RV Parking"
-122.9407651,46.9521816,"Flying J Travel Center-Tumwater,WA","I-5 Exit 99|2725 93rd Ave SW, Tumwater,WA 98512|360-790-4495|15 Truck Parking Spots|#1169"
-99.872525,32.461697,"Flying J Travel Center-Tye,TX","I-20 & FM 707 Exit 277|I-20 Exit 277 101 N FM 707, Tye,TX 79563|(325) 691-9974|12 Truck Parking Spots|#738|RV Dump/Propane/RV Lanes/RV Parking"
-83.07743028,33.54733347,"Flying J Travel Center-Union Point,GA","I-20 & Exit 138|3600 Highway 77 South, Union Point,GA 30642|(706) 486-4835|8 Truck Parking Spots|#633|RV Dump/Propane/RV Lanes/RV Parking"
-84.192599,39.902494,"Flying J Travel Center-Vandalia,OH","I-75  Exit 64|175 Northwoods Blvd, Vandalia,OH 45377|(937) 264-8520|8 Truck Parking Spots|#97|RV Dump/Propane/RV Lanes"
-97.145688,31.508006,"Flying J Travel Center-Waco,TX","I-35 & New Road|2409 So New Road, Waco,TX 76711|(254) 714-0313|9 Truck Parking Spots|#739|RV Dump/Propane/RV Lanes/RV Parking"
-85.067276,38.156657,"Flying J Travel Center-Waddy,KY","I-64 & HWY 395 Exit 43|1670 Waddy Road, Waddy,KY 40076|(502) 829-9100|8 Truck Parking Spots|#663|RV Dump/Propane/RV Lanes/RV Parking"
-84.625681,38.857289,"Flying J Travel Center-Walton,KY","I-75 Exit 171|13019 Walton Verona Rd, Walton,KY 41094|(859) 485-4400|12 Truck Parking Spots|#664|RV Dump/Propane/RV Lanes/RV Parking"
-91.228114,38.840342,"Flying J Travel Center-Warrenton,MO","I-70 Exit 188|1 Campbranch Rd, Warrenton,MO 63383|(636) 456-2001|12 Truck Parking Spots|#674|RV Dump/Propane/RV Lanes/RV Parking"
-91.569996,40.395805,"Flying J Travel Center-Wayland,MO","Hwy 136 & Hwy 27|102 Fore Drive, Wayland,MO 63472|(660) 754-1550|5 Truck Parking Spots|#675|RV Dump/Propane/RV Lanes/RV Parking"
-114.957502,41.098227,"Flying J Travel Center-Wells,NV","I-80 & HWY 93  Exit 352 (South)|156 Hwy 93 South, Wells,NV 89835|(775) 752-2400|10 Truck Parking Spots|#692|RV Dump/Propane/RV Lanes/RV Parking"
-90.143513,35.153655,"Flying J Travel Center-West Memphis,AR","I-40 Exit 280/I-55 Exit 4|3400 Service Loop Road, West Memphis,AR 72301|(870) 735-8200|12 Truck Parking Spots|#607|RV Dump/Propane/RV Lanes/RV Parking"
-115.695415,54.136921,"Flying J Travel Center-Whitecourt,AB","Hwy 43 & Governlock Road|5329 Mountain Road, Whitecourt,AB T7S 1K6|(780) 779-4945|5 Truck Parking Spots|#824"
-86.036469,39.549087,"Flying J Travel Center-Whiteland,IN","I-65 Whiteland Rd  Exit95|82 White Street, Whiteland,IN 46184|(317) 535-1704|12 Truck Parking Spots|#656|RV Dump/Propane/RV Lanes/RV Parking"
-98.483001,33.890924,"Flying J Travel Center-Wichita Falls,TX","US 287 & Jacksboro Highway|2311 Jacksboro Highway, Wichita Falls,TX 76301|(940) 720-0598|5 Truck Parking Spots|#741|RV Dump/Propane/RV Lanes/RV Parking"
-112.051637,41.423985,"Flying J Travel Center-Willard,UT","I-15 Exit 357|600 West 750 North, Willard,UT 84340|(435) 723-1010|5 Truck Parking Spots|#748|RV Dump/Propane/RV Lanes/RV Parking"
-93.572673,42.470283,"Flying J Travel Center-Williams,IA","I-35 & SR 20  Exit 144|3040 220Th Street, Williams,IA 50271|(515) 854-9117|8 Truck Parking Spots|#572|RV Dump/Propane/RV Lanes"
-78.087612,39.290527,"Flying J Travel Center-Winchester,VA","I-81 Exit 323|1530 Rest Church Rd, Winchester,VA 22624|(540) 678-3641|12 Truck Parking Spots|#752|RV Dump/Propane/RV Lanes/RV Parking"
-117.747702,40.960611,"Flying J Travel Center-Winnemucca,NV","I-80 Exit 176|1880 W Winnemucca Blvd, Winnemucca,NV 89445|(775) 623-0111|10 Truck Parking Spots|#770|RV Dump/Propane/RV Parking"
-97.229308,49.942178,"Flying J Travel Center-Winnipeg,MB","1747 Brookside Blvd|1747 Brookside Blvd, Winnipeg,MB R3C 2E6|(204) 633-0663|7 Truck Parking Spots|#804"
-110.674059,35.016021,"Flying J Travel Center-Winslow,AZ","I-40 Exit 255|400 Transcon Lane, Winslow,AZ 86047|(928) 289-2081|12 Truck Parking Spots|#612|RV Dump/Propane/RV Lanes/RV Parking"
-83.240122,42.136773,"Flying J Travel Center-Woodhaven,MI","I-75  Exit 32A|21055 West Road, Woodhaven,MI 48183|(734) 675-4965|7 Truck Parking Spots|#895"
