longitude,latitude,name,address,city,state,zip,phone
-98.40428,34.594942,LAWTON/11TH LEE,1015 Sw Lee Blvd,Lawton,OK,73501-5720,(580) 357-3580
-98.474177,34.609568,LAWTON-67TH/GORE,1 Nw 67th St,Lawton,OK,73505,(580) 510-8084
-98.297147,34.78302,"ELGIN, OK - STO",7738 Hwy 277,Elgin,OK,73538,(580) 492-4478
-98.254992,35.057446,ANADARKO,714 W Petree Road,Anadarko,OK,73005,(405) 247-2948
-97.967497,34.52836,DUNCAN-HWY 81,1817 N Hwy 81,Duncan,OK,73533,(580) 252-1398
-97.597432,34.834981,LINDSAY/WM,407 LINWOOD PLZ (Walmart),Lindsay,OK,73052,(405) 756-8853
-97.261131,34.740701,PAULSVALLEY-RELO,2635 West Grant Ave,Pauls Valley,OK,73075,(405) 238-2282
-97.934381,35.029893,CHICKASHA-SO 4TH,2027 S 4th St,Chickasha,OK,73018-5942,(405) 222-1851
-97.371468,34.984414,PURCELL,2211 S 9th,Purcell,OK,73080-1742,(405) 527-6595
-97.889183,35.082005,CHCKSHA-BAILY TP,HE BAILEY TPKE / I-44 (Travel Plaza),Chickasha,OK,73018,(405) 222-3639
-96.652046,34.783074,ADA-COUNTRY CLUB,818 N Country Club Rd,Ada,OK,74820-2844,(580) 436-4216
-96.38231,35.08716,"HOLDENVILLE, OK",424 East Hwy,Holdenville,OK,74848,(405) 379-3966
-95.825583,34.907192,MCALESTER-TURNPK,INDIAN NATION TPKE / OK-375 (Plaza),Mcalester,OK,74501,(918) 426-4788
-95.742479,34.926412,MCALSTR-C ALBRT,1758 E Carl Albert Pky,Mcalester,OK,74501-5138,(918) 423-8050
-95.316598,34.917998,"WILBURTON, OK",417 W Main,Wilburton,OK,74578,(918) 465-9833
-94.625145,35.066032,POTEAU-N. BROADW,1801 N Broadway,Poteau,OK,74953-3532,(918) 647-8700
-94.223873,34.586199,MENA-HWY 71,709 Hwy 71,Mena,AR,71953,(479) 394-1131
-94.108053,34.904332,"WALDRON, AR",34 Hwy 71 Bypass North,Waldron,AR,72958,(479) 637-3650
-93.126266,34.502945,HOTSPRGS-270/277,3101 Albert Pike Rd,Hot Springs,AR,71913,(501) 767-8998
-93.056731,34.654392,HOT SPRINGS VILL,4447 Hwy 7 N,Hot Springs Village,AR,71909,(501) 984-5764
-93.143729,34.4652,"HOT SPRINGS, AR",1713 Airport Road,Hot Springs,AR,71913,(501) 767-1799
-93.082414,34.493622,HOT SPRGS-ALBERT,1214 Albert Pike Hwy,Hot Springs,AR,71901,(501) 321-9663
-93.046972,34.503649,HTSPRNGS-MALVERN,200 E Grand Avenue,Hot Springs,AR,71901,(501) 625-3579
-92.632574,34.542783,HASKELL STO,4720 Hwy 67,Benton,AR,72015,(501) 860-7263
-92.58046,34.573032,BENTON-MILITARY,1023 Military Rd,Benton,AR,72015-2908,(501) 315-1140
-92.533029,34.606875,"BENTON, AR - ALC",20726 Interstate 30,Benton,AR,72019,(501) 794-1097
-92.497733,34.616007,BRYANT/REYNOLDS,2214 N Reynolds,Bryant,AR,72022,(501) 847-5367
-92.456287,34.765584,LITTLE ROCK CHEN,17601 Chenal Pkwy,Little Rock,AR,72223,(501) 821-0388
-92.42579,34.655439,OTTER CREEK,10501 Stagecoach Rd,Little Rock,AR,72210,(501) 407-9124
-92.403635,34.75434,L ROCK-W MARKHAM,11500 W Markham Rd,Little Rock,AR,72211-2702,(501) 223-2060
-92.38769,34.766297,L ROCK-PARHAM,10201 N Rodney Parham Rd,Little Rock,AR,72227,(501) 227-7914
-92.376906,34.670564,LIL RCK-BASELINE,8820 Baseline Rd,Little Rock,AR,72209,(501) 565-7003
-92.383288,34.82588,NLR-COUNTSMASSIE,11001 Maumelle Blvd,North Little Rock,AR,72113,(501) 791-7053
-92.355156,34.742447,LILRCK-12/PARHAM,7200 W 12th St,Little Rock,AR,72205,(501) 663-4873
-92.360991,34.773429,L ROCK-CANTRELL,7721 Cantrell Rd,Little Rock,AR,72227,(501) 225-3670
-92.343372,34.676922,"LITTLE ROCK, AR-",8011 Geyer Springs Road,Little Rock,AR,72209,(501) 565-4550
-92.341995,34.714205,LILRCK-UNIVERSIT,4111 S University Ave,Little Rock,AR,72204,(501) 565-0470
-92.341719,34.751464,UNIVERSITY & MAR,104 S University Ave,Little Rock,AR,72205,(501) 603-2228
-92.383246,34.883732,NLR-MAUMELLE,20605 Hwy 365,North Little Rock,AR,72113-9108,(501) 851-2901
-92.314505,34.618965,"LITTLE ROCK, STO",14401 Arch St Pike,Little Rock,AR,72206,(501) 261-7776
-92.292016,34.806617,MACARTHUR STO LI,5506 Macarthur Dr,North Little Rock,AR,72118,(501) 753-4218
-92.276555,34.743564,6TH AND BR,701 Broadway St,Little Rock,AR,72201,(501) 244-9792
-92.270764,34.795252,NLR-CAMP ROBINSN,4422 Camp Robinson Rd,North Little Rock,AR,72118-3602,(501) 771-4875
-92.261381,34.755694,N LIL ROCK-BRDWY,600 E Broadway,North Little Rock,AR,72114-5712,(501) 376-0961
-92.189846,34.717661,LIL RCK-FOURCHE,8710 Fourche Dam Pike,Little Rock,AR,72206,(501) 490-8669
-92.199504,34.775928,NLR-PROTHO JCT,2400 Old Jacksonville Hwy,North Little Rock,AR,72117,(501) 945-5855
-92.226858,34.789757,N LIL RCK-MCCAIN,4008 Mccain Boulevard,North Little Rock,AR,72116,(501) 753-4169
-92.182416,34.83063,SHERWOOD-WARDEN,8400 Warden Rd,Sherwood,AR,72120,(501) 835-6323
-92.234866,34.820289,N LIL ROCK-JFK,7101 John F Kennedy Blvd,North Little Rock,AR,72118,(501) 834-2393
-92.118161,34.867527,JACKSNVILLE-MAIN,816 W Main St,Jacksonville,AR,72076,(501) 982-6656
-92.203038,34.854933,"SHERWOOD, AR",12943 Hwy 107,Sherwood,AR,72120,(501) 833-8822
-92.10665,34.884878,JACKSONVL-N 1ST,2030 N 1st St,Jacksonville,AR,72076-2845,(501) 982-4939
-91.887441,34.806619,LONOKE/I-40,1834 Hwy 31 N,Lonoke,AR,72086,(501) 676-5160
-92.062271,34.946323,CABOT-BILLFOSTER,3195 Bill Foster Memorial Highway,Cabot,AR,72023,(501) 843-5111
-92.025986,34.975723,CABOT-1001 MAIN,1001 W Main St,Cabot,AR,72023,(501) 843-5559
-92.199509,35.084484,VILONIA,1148 Main Street,Vilonia,AR,72173,(501) 796-8696
-91.911796,35.068506,"BEEBE, MCD'S",2415 W Center St,Beebe,AR,72012,(501) 882-2323
-91.197681,34.904735,BRINKLEY AR RELO,1406 N Main St,Brinkley,AR,72021,(870) 734-1410
-90.659142,34.554059,"WEST HELENA, AR",843 N Sebastian,West Helena,AR,72390,(870) 572-1199
-90.374923,34.689865,TUNICA,1375 Highway 61 N,Tunica,MS,38676,(662) 357-0582
-90.790151,35.030997,FORST CTY-WSHGTN,2301 N Washington St,Forrest City,AR,72335,(870) 581-3411
-89.953447,34.623659,SENATOBIA-DRIVE,203 Norfleet Dr,Senatobia,MS,38668-2223,(662) 562-4500
-89.982223,34.824404,HERNANDO MS,440 E Commerce,Hernando,MS,38632,(662) 429-4433
-89.998754,34.933003,SOUTHAVEN - CHUR,4952 Pepperchase Dr,Southaven,MS,38671,(662) 796-2000
-89.991321,34.96221,SOUTHHAVEN @ GOO,65 Goodman Rd W,Southaven,MS,38671,(662) 349-3449
-90.017816,34.963064,HORN LAKE MS,1512 Goodman Rd,Horn Lake,MS,38637,(662) 342-1196
-89.936119,34.959583,"SOUTHAVEN, MS",6828 Getwell Rd,Southaven,MS,38672,(662) 349-0040
-90.063992,34.962445,GOODMAN & HORNED,4170 Fountain Lane,Horn Lake,MS,38637,(662) 985-8107
-89.856911,34.961612,OLIVE BRANCH,7455 Goodman Rd,Olive Branch,MS,38654,(662) 893-2900
-89.7948,34.964901,"OLIVE BRANCH, MS",7150 Hacks Cross Rd,Olive Branch,MS,38654,(662) 890-7885
-90.007943,35.020536,SHELBY MILLBRANC,1683 E Shelby Drive,Memphis,TN,38116,(901) 346-0874
-89.935656,35.020224,MEMPHIS-GETWELL,3845 E Shelby Dr,Memphis,TN,38118,(901) 366-5021
-90.024728,35.037385,WHITEHAVEN,4096 Elvis Presley Blvd,Memphis,TN,38116,(901) 332-3747
-89.829416,35.019974,MEMPHIS-E SHELBY,7011 E Shelby Dr,Memphis,TN,38125,(901) 755-1313
-90.00856,35.054124,MEMPHIS-WINCHSTR,1666 Winchester,Memphis,TN,38116-3518,(901) 345-0053
-89.885764,35.049522,MEMPHS-MENTON 2,3636 S Mendenhall Rd,Memphis,TN,38115,(901) 360-0033
-90.058735,35.063701,3120 SOUTH 3RD,3120 S 3rd,Memphis,TN,38109-2950,(901) 398-4671
-89.861167,35.050288,MEMPH-6050 WINCH,6050 Winchester,Memphis,TN,38115-4011,(901) 794-9648
-89.905201,35.064907,MEMPHIS-PERKINS,3068 S Perkins Rd,Memphis,TN,38118-3240,(901) 365-7570
-89.826692,35.048562,WINCHESTE RELO,7101 Winchester Road,Memphis,TN,38125,(901) 590-0685
-89.796511,35.044608,"MEMPHIS, TN - WI",3805 Hacks Crossing Rd,Memphis,TN,38125,(901) 752-4962
-89.931709,35.083925,MEMPHIS-GETWELL,1755 Getwell Road,Memphis,TN,38111-7018,(901) 744-8381
-89.907265,35.091722,QUINCE RD,4642 Quince Rd,Memphis,TN,38117,(901) 685-3155
-90.056318,35.096647,MEMPHIS-3RD&BELZ,1861 S 3rd,Memphis,TN,38109,(901) 774-3339
-89.984598,35.105232,LAMAR & AIRWAYS,1472 S Trezevant Street,Memphis,TN,38114,(901) 743-8184
-89.733124,35.048403,COLLIERVILLE,3675 S Houston Levee,Collierville,TN,38017,(901) 430-9729
-89.859168,35.09539,RIDGEWAY/PRINACY,1325 Ridgeway Road,Memphis,TN,38119-5303,(901) 767-9225
-89.945605,35.114704,HIGHLAND RELO,614 S Highland St,Memphis,TN,38111-4356,(901) 458-5018
-89.88591,35.107605,MEMPHIS-POPLAR,5263 Poplar Dr,Memphis,TN,38119-3513,(901) 244-5625
-89.840754,35.098887,MEMPHIS-POPLAR,6690 Poplar Ave,Memphis,TN,38138,(901) 754-0132
-89.80834,35.093484,GERMANTOWN-ROAD,2030 Germantown Rd,Germantown,TN,38138-2844,(901) 755-5175
-89.690743,35.046564,COLLIERVILLE REL,852 W Poplar Ave,Collierville,TN,38017,(901) 853-7700
-89.992695,35.134062,MEMPHIS-UNION,2073 Union Ave,Memphis,TN,38104-4137,(901) 726-6502
-89.961969,35.133305,MEMPHIS-POPLAR,2994 Poplar Avenue,Memphis,TN,38111-3527,(901) 452-6092
-90.031524,35.137951,MEMPHIS-UNION,905 Union Ave,Memphis,TN,38103-3513,(901) 526-7812
-90.014186,35.143467,MEMPHIS-POPLAR,1389 Poplar Avenue,Memphis,TN,38104-2007,(901) 272-7324
-89.452225,34.750544,HOLLY SPG/CLARIC,120 Clarice Drive,Holly Springs,MS,38635,(662) 252-7788
-88.94583,34.730709,RIPLEY-HWY 15,202 Hwy 15 N,Ripley,MS,38663,(662) 837-0233
-89.027515,34.499483,"NEW ALBANY, MS R",199 Hwy 30 W,New Albany,MS,38652,(662) 534-2200
-88.56399,34.670124,BOONEVILLE-HWY45,802 N 2nd St,Booneville,MS,38829,(662) 728-3550
-88.516385,34.922388,CORINTH-CASS,1108 S Cass Street,Corinth,MS,38834,(662) 287-2398
-88.206416,34.799106,IUKA,1712 Battleground Drive,Iuka,MS,38852,(662) 424-9588
-87.668655,34.71278,TUSCUMBIA,412 Us 43,Tuscumbia,AL,35674,(256) 314-1411
-87.667269,34.74695,MUSCLE SHL,1503 Woodward Ave,Muscle Shoals,AL,35661,(256) 381-2211
-87.669782,34.774173,SHEFFIELD-JACKSN,4201 Jackson Hwy,Sheffield,AL,35660,(256) 383-2726
-87.680785,34.817026,"FLORENCE, AL",1155 N Wood Ave,Florence,AL,35630,(256) 766-9550
-87.635839,34.697123,TUSCUMBIA-LOVES',2048 Hwy 20,Tuscumbia,AL,35674,(256) 381-8485
-87.69069,34.848811,"FLORENCE, AL @ C",3183 Cloverdale Rd,Florence,AL,35630,(256) 740-6797
-87.655299,34.820999,FLORENCE-FLORENC,1505 Florence Blvd,Florence,AL,35630,(256) 766-4341
-87.631279,34.837537,FLORENCE-COX CRK,306 Cox Creek Pky,Florence,AL,35630,(256) 764-2800
-87.553783,34.85655,KILLEN - US72,1001 Hwy 72,Killen,AL,35645,(256) 757-4040
-87.293979,34.823717,ROGERSVILLE,101 Hwy 72 E,Rogersville,AL,35652,(256) 247-3330
-87.050942,34.619178,DECATUR AL - HWY,3010 Alabama Hwy 20 Nw,Decatur,AL,35601,(256) 355-7651
-87.01399,34.572454,DECATUR-DANVILLE,2225 Danville Rd Sw,Decatur,AL,35601,(256) 350-7083
-86.980114,34.589247,DECATUR-1208 6TH,1208 6th Ave Se,Decatur,AL,35601,(256) 353-8911
-86.999878,34.555286,DECATUR WALMART,2820 Spring Ave Sw,Decatur,AL,35603,(334) 564-6194
-86.951807,34.803721,ATHENS-HOBBS,103 Hwy 31 N,Athens,AL,35611,(256) 233-1275
-86.937074,34.782905,ATHENS HWY,1529 Hwy 72 E,Athens,AL,35611,(256) 232-1927
-86.90812,34.53617,PRICEVILLE AL,3342 Point Mallard Pky,Decatur,AL,35601,(256) 584-6886
-86.787186,34.701447,MADISON,11178 County Line Road,Madison,AL,35758,(256) 772-7766
-86.748785,34.677215,MADSN-AL HWY 20,8841 Madison Blvd,Madison,AL,35758,(256) 772-0099
-86.749355,34.75182,MADISON AL II,8005 Hwy 72 W,Madison,AL,35758,(256) 722-9584
-86.748817,34.79355,WALL TRIAN,7161 Wall Triana Hwy,Madison,AL,35757,(256) 430-6100
-86.718031,34.647386,REDSTONE SQ,2268 Zierdt Road,Huntsville,AL,35824,(256) 774-5544
-86.84056,34.991565,ARDMORE/MAIN ST,26862 Main St,Ardmore,AL,35739,(256) 423-3663
-86.712893,34.84723,"HARVEST, AL - HW",5904 Highway 53,Harvest,AL,35749,(256) 851-5671
-86.674813,34.744086,HUNTS-RIDEOUT,6100 University Dr Nw,Huntsville,AL,35816,(256) 895-0143
-86.481895,34.658234,"HAMPTON COVE, AL",6711 Highway 431 S,Owens Cross Roads,AL,35763,(256) 539-1013
-86.568649,34.692455,HUNTSVL-WHITEBRG,4810 Whiteburg Dr,Huntsville,AL,35802,(256) 880-3763
-86.590584,34.7089,HNTSVL-2704 MEM,2704 S Memorial Parkway,Huntsville,AL,35801-5631,(256) 535-6064
-86.526899,34.773544,HWY 72 & SHIELDS,1795 Us Hwy 72 E,Huntsville,AL,35811,(256) 859-1630
-86.565927,34.642936,HUNTSVL-S MEMORL,10031 S Memorial Pky,Huntsville,AL,35803,(256) 883-9050
-86.5919,34.757968,HNTSVL-2600 MEM,2600 N Memorial Pky,Huntsville,AL,35810,(256) 852-5730
-86.628711,34.735478,HNTSVL-UNIVERSTY,4002 University Dr,Huntsville,AL,35816,(256) 837-3970
-86.490904,34.817456,"HUNTSVILLE, AL -",2234 Winchester Road,Huntsville,AL,35811,(256) 382-2342
-86.571989,34.858334,"MERIDIANVILLE, A",11895 Highway 231-431 North,Meridianville,AL,35759,(256) 828-4555
-86.030792,34.648474,SCOTTSBORO-JOHN,22943 John T Reid Pky,Scottsboro,AL,35768,(256) 259-2660
-86.565785,35.130135,FAYETTVILLE-231,1410 Huntsville Hwy,Fayetteville,TN,37334-3606,(931) 433-1156
-85.752761,34.62459,"HENAGAR, AL",8936 Alabama Highway 40,Henagar,AL,35978,(256) 657-3090
-85.811901,34.873561,"STEVENSON, AL II",43151 Us Hwy 72,Stevenson,AL,35772,(256) 437-3148
-85.514245,34.868951,TRENTON-WHITE OA,5316 Ga Hwy 136 W,Trenton,GA,30752,(706) 657-7984
-85.685998,35.042893,KIMBALL-MAIN ST,160 Main St,Kimball,TN,37347,(423) 837-7592
-85.582125,35.03585,"JASPER, TENNESSE",260 Tva Road,Jasper,TN,37347,(423) 942-5668
-85.280517,34.723566,LAFAYETTE/H 27,1101 N Main St,La Fayette,GA,30728,(706) 638-9493
-84.999618,34.760363,WALNUT AVE DALTN,1523 Walnut Ave,Dalton,GA,30720,(706) 226-4825
-84.980294,34.655762,CARBONDALE DALTN,142 Carbondale Rd Sw,Dalton,GA,30721-5301,(706) 226-0002
-84.961474,34.791752,GLENWOOD AV DALT,1210 Cleveland Rd,Dalton,GA,30720,(706) 278-5053
-84.929105,34.765892,DALTON GA - WAL-,2531 E Walnut Ave,Dalton,GA,30721,(706) 529-9040
-85.124897,34.911642,RINGGOLD,5471 Alabama Hwy,Ringgold,GA,30736-2439,(706) 935-2233
-85.271142,34.88228,"CHICAMAGUA, GA",106 Lafayette Road,Chickamauga,GA,30707,(706) 375-9340
-84.946002,34.893838,"VARNELL, GA",3898 Cleveland Highway,Dalton,GA,30721,(706) 694-2393
-85.244466,34.953032,FT OGLETHORPE,1179 Battlefield Pky,Fort Oglethorpe,GA,30742,(706) 866-9581
-84.771511,34.784693,CHATSWRTH-3RD AV,1047 N 3rd Ave,Chatsworth,GA,30705-2117,(706) 695-7168
-85.095465,34.998877,CHATT TN-OOLT @,1735 Ooltewah Ringgold Road,Chattanooga,TN,37363,(423) 894-4913
-85.210022,34.990016,CHATT-EAST RIDGE,6401 Ringgold Road,East Ridge,TN,37412,(423) 894-7911
-85.28946,34.991259,CHATT-ROSSVILLE,4502 Rossville Blvd,Chattanooga,TN,37407,(423) 867-2345
-85.228456,35.013541,BRAINERD & MOORE,4829 Brainerd Rd,Chattanooga,TN,37416,(423) 954-3034
-85.155316,35.031686,CHATT/GUNBARREL,2017 Gunbarrel Rd,Chattanooga,TN,37421,(423) 510-1661
-85.184657,35.030299,CHATT/LEE HWY,6220 Lee Hwy,Chattanooga,TN,37421,(423) 892-1976
-85.286977,35.046745,CHATT/ERLANGER,1117 E 3rd St,Chattanooga,TN,37403,(423) 267-1188
-85.062009,35.084597,"OOLTEWAH, TN",9211 Lee Hwy,Ooltewah,TN,37363,(423) 238-9266
-85.363849,35.025437,CHATT-TIFTONIA,156 Browns Ferry Rd,Chattanooga,TN,37419,(423) 821-7976
-85.19346,35.084749,CHATTANOOGA-58,4608 Hwy 58,Chattanooga,TN,37416,(423) 893-6686
-85.312555,35.089798,CHATT -DAYTON,2003 Dayton Blvd,Red Bank,TN,37415,(423) 870-4405
-85.254478,35.115276,CHATTA-HIXSON,4123 Hixson Pike,Chattanooga,TN,37415,(423) 877-9056
-84.478651,34.678172,MADDOX RD,943 Maddox Dr,East Ellijay,GA,30539,(706) 276-1133
-84.321907,34.874203,BLUE RIDGE-APPAL,10141 Blue Ridge Hwy,Blue Ridge,GA,30513-9596,(706) 632-6808
-84.455515,34.465047,JASPER/H-5,1493 W Church St,Jasper,GA,30143-9465,(706) 692-3553
-84.112968,34.416974,DAWSONVILLE,25 Main St.,Dawsonville,GA,30534,
-83.976959,34.525673,DAHLONEGA-SR 60,36 Montain Road,Dahlonega,GA,30533,(706) 864-7600
-83.964501,34.871365,BLAIRSVILLE,19 Murphy'S Highway,Blairsville,GA,30512,(706) 745-3030
-83.762915,34.594273,CLEVELAND -,1550 S Main St,Cleveland,GA,30528,(706) 865-9795
-83.519485,34.604275,"CLARKESVILLE, GA",502 Washington Street,Clarkesville,GA,30523,(706) 839-1856
-83.759526,34.955976,"HIAWASEE, GA - H",520 N Main Street,Hiawassee,GA,30546,(706) 896-5104
-83.398982,34.875579,HWY 441,201 Chechero St,Clayton,GA,30525,(706) 782-5313
-83.819568,35.03536,"HAYESVILLE, NC -",37 Hwy 64 East,Hayesville,NC,28904,(828) 389-2600
-83.303897,34.569271,TOCCOA/BIG A,1257 Big A Road,Toccoa,GA,30577,(706) 886-6111
-82.984394,34.692414,SENECA-123 BYPAS,1305 Sandifer Blvd,Seneca,SC,29678,(864) 882-0444
-83.045034,34.752341,WEST UNION,143 Scenic Plaza Dr,West Union,SC,29696,(864) 638-0340
-82.837,34.691821,CLEMSON-HWY 123,1065 Tiger Blvd,Clemson,SC,29631,(864) 654-3498
-82.713982,34.57954,"ANDERSON, SC-EXI",101 Electric City Boulevard,Anderson,SC,29621,(864) 226-8532
-82.6962,34.531108,"ANDERSON, SC (PE",1470 Pearman Dairy Road,Anderson,SC,29625,(864) 222-7252
-82.704625,34.884895,PICKENS-HAMPTON,425 E Main,Pickens,SC,29671,(864) 878-4325
-82.666678,34.537058,ANDERSON-BELVEDE,3024 N Main Street,Anderson,SC,29625,(864) 226-9874
-82.599525,34.630715,ANDERSON I-85,4542 Hwy 81 N,Anderson,SC,29621,(864) 231-8185
-82.633537,34.532326,ANDERSON SC (HOL,1651 East Greenville Street,Anderson,SC,29621,(864) 375-9564
-82.663217,34.481038,HWY 28 & HWY 29,331 Sc Hwy 28 Byp,Anderson,SC,29624,(864) 226-4377
-82.569254,34.82638,EASLEY-123 BYPAS,5634 Calhoun Memorial Hwy,Easley,SC,29640,(864) 855-0728
-82.497816,34.710788,"PIEDMONT, SC PIL",108 Frontage Rd,Piedmont,SC,29673,(864) 845-8907
-82.480815,34.787288,POWDERSVILLE,3435 Highway 153,Piedmont,SC,29673,(864) 295-9095
-82.477767,34.619084,WILLIAMSTN/MAIN,4 W Main St,Williamston,SC,29697,(864) 847-4444
-82.258393,34.706213,"SIMPSONVILLE, SC",692 Fairview Rd,Simpsonville,SC,29680,(864) 228-3500
-82.255469,34.722252,"SIMPSONVILLE, SC",1025 South Street,Simpsonville,SC,29681,(864) 963-7703
-82.266836,34.754712,RELO-SIMPSONVILL,924 North East Main Street,Simpsonville,SC,29681,(864) 962-5600
-82.386988,34.720273,MOONVILLE,7611 Augusta Rd,Piedmont,SC,29673,(864) 299-5402
-82.312116,34.777962,"MAULDIN, SC",114-M West Butler Road,Mauldin,SC,29662,(864) 288-7696
-82.197679,34.685346,FOUNTAIN INN,300 Mccarter Road,Fountain Inn,SC,29644,(864) 862-1313
-82.256881,34.820433,MAXWELL POINTE,2111 Woodruff Rd,Greenville,SC,29607,(864) 234-5518
-82.306642,34.831981,I-85 & WOODRUFF,1111 Woodruff Rd,Greenville,SC,29607,(864) 297-1940
-82.346336,34.828346,LAURENS RD,2443 Laurens Rd,Greenville,SC,29607,(864) 297-9244
-82.418557,34.794609,WHITEHORSE & 85,1706 White Horse Rd,Greenville,SC,29605,(864) 220-9774
-82.393697,34.823701,AUGUSTA RD,2200 Augusta Rd,Greenville,SC,29605,(864) 233-0686
-82.416107,34.820063,CANNON DRIVE,3 Cannon Dr,Greenville,SC,29605,(864) 233-2532
-82.269148,34.859804,PELHAM RD,3618 Pelham Rd,Greenville,SC,29615,(864) 297-9774
-82.329761,34.873553,HOWELL ROAD,630 Howell Rd,Greenville,SC,29615,(864) 268-1670
-82.404964,34.859872,DOWNTOWN GRNVILL,35 Rutherford St,Greenville,SC,29609,(864) 370-0370
-82.354252,34.885557,WADE HAMPTON,2109 Wade Hampton Blvd,Greenville,SC,29607,(864) 268-3633
-82.45282,34.852471,WHITE HORSE/H253,6103 White Horse Rd,Greenville,SC,29611,(864) 295-0373
-82.046288,34.751602,WOODRUFF SC (SPI,890 N Main Street,Woodruff,SC,29388,(864) 476-0424
-82.237768,34.91449,"GREER, SC BUNCOM",103 Hammett Bridge Rd,Greer,SC,29650,(864) 879-0607
-82.428912,34.911909,GREENVLLE-POINST,5050 Old Buncombe Rd,Greenville,SC,29617,(864) 246-9103
-82.274521,34.937172,GREER SC IV,6125 Wade Hampton Blvd,Taylors,SC,29687,(864) 848-9458
-82.234864,34.949486,GREER,308 W Wade Hampton Blvd,Greer,SC,29650,(864) 879-2612
-82.110666,34.916102,DUNCAN/E. MAIN,1392 E Main St,Duncan,SC,29334,(864) 433-8822
-82.068357,34.887693,DUNCAN/RIV FALLS,2157 E Main St,Duncan,SC,29334,(864) 486-8822
-82.435738,34.96061,TRAVELERS REST,501 Roe Center Ct,Travelers Rest,SC,29690,(864) 834-0718
-82.008347,34.505218,LAURENS-FLEMING,105 Fleming St,Laurens,SC,29360,(864) 984-0321
-82.001028,34.935079,GREENVILLE HWY.,7661 Warren H Abernathy Hwy,Spartanburg,SC,29301,(864) 576-8533
-81.976805,34.923908,SPARTAN/REIDVILL,1598 John B White Sr Blvd,Spartanburg,SC,29301,(864) 576-0320
-82.022246,34.991814,SPARTNBRG-NEWCUT,2050 New Cut Rd,Spartanburg,SC,29303,(864) 574-7277
-82.089572,35.041472,INMAN,11961 Ashville Hwy,Inman,SC,29349,(864) 472-4300
-81.973637,34.984953,SPARTBURG HEARON,500 Hearon Cir,Spartanburg,SC,29303,(864) 707-0783
-81.929578,34.966858,SPARTAN/GARNER,106 Garner Rd,Spartanburg,SC,29303,(864) 308-1727
-81.886207,34.921107,SPARTANBURG/H56,199 Cedar Springs Rd,Spartanburg,SC,29302,(864) 756-0890
-81.858687,34.508242,CLINTON/56 & I26,12774 Highway 56 N,Clinton,SC,29325,(864) 833-7214
-81.961632,35.01677,BOILING SPRINGS,1917 Boiling Springs Rd,Spartanburg,SC,29303,(864) 578-7070
-81.982921,35.047229,BOILING SPRINGS,3716 Boiling Springs Road,Boiling Springs,SC,29316,(864) 599-1427
-81.879079,34.974822,SPARTANBURG SC (,2131 East Main Street,Spartanburg,SC,29307,(864) 256-4142
-81.639804,34.729672,RELO-UNION SC,605 N Duncan Bypass,Union,SC,29379,(864) 429-3506
-81.192971,34.695459,CHESTER,1600 Ja Cochran By Pass,Chester,SC,29706,(803) 377-8900
-81.640948,35.057638,GAFFNEY/FREDRICK,1501 E Frederick St,Gaffney,SC,29340,(864) 487-7440
-81.6632,35.092215,GAFFNEY/FLOYD BA,1552 Floyd Baker Blvd,Gaffney,SC,29341,(864) 489-8246
-81.894977,35.022625,SPARTNBURG/H-221,2244 Chesnee Hwy,Spartanburg,SC,29303,(864) 585-8002
-81.211946,34.985831,"RELO-YORK, SC",989 E Liberty Street,York,SC,29745,(803) 684-3417
-81.507561,35.142871,"BLACKSBURG, SC",1018 N Mountain St,Blacksburg,SC,29702,(864) 839-9000
-80.769501,34.733153,LANCASTER-CLINTN,316 By-Pass East,Lancaster,SC,29720,(464) 266-7146
-81.039032,34.746205,RICHBURG/I-77,3084 Lancaster Hwy,Richburg,SC,29729,(803) 789-3353
-81.003688,34.914908,ROCK HILL-E MAIN,1232 E Main St,Rock Hill,SC,29731,(708) 413-9106
-80.977331,34.940455,ROCK HILL,1998 Dave Lyle Blvd,Rock Hill,SC,29730,(803) 909-7090
-80.846345,34.949736,INDIAN LAN,8194 Charlotte Highway,Indian Land,SC,29707,(704) 517-1822
-81.035508,34.942105,RO HL 115 CHERRY,115 S Cherry Rd,Rock Hill,SC,29732,(803) 327-1413
-80.98774,34.972295,ROCK HILL,2600 N Cherry Rd,Rock Hill,SC,29730,(803) 366-2259
-80.756948,34.956807,WAXHAW NC (HWY 1,2532 Cuthbertson Rd,Waxhaw,NC,28173,(704) 843-1400
-81.062045,34.950759,ROCK HILL,511 S Herlong,Rock Hill,SC,29732,(803) 702-4563
-81.004656,34.975931,ROCK HILL SC (CE,1785 Mt Gallant Rd,Rock Hill,SC,29732,(803) 980-5145
-80.851275,35.012617,INDIANLAND,10108 Charlotte Highway,Fort Mill,SC,29707,(803) 547-0049
-81.091291,34.982281,OLD YORK/MILLER,4939 Old York Rd,Rock Hill,SC,29732,
-80.700492,35.001509,"CHARLOTTE, NC (W",5925 Weddington Road,Wesley Chapel,NC,28104,(704) 821-1048
-80.805605,35.037248,"CHARLOTTE, NC (B",9710 Rea Road,Charlotte,NC,28277-6663,(704) 759-9151
-80.992163,35.060334,HWY 160 WEST,2883 S Carolina 160,Fort Mill,SC,29708,(803) 548-1066
-80.769156,35.052387,CHARLOTTE,11620 Waverly Center Dr,Charlotte,NC,28277,(980) 299-7510
